"","ranking","title","desc","runtime","genre","rating","vote","director","actor","metascore","revenue"
"3434",NA,"Buckshot","Buckshot is a dark comedy that follows Charlie Stillman, a struggling country singer from New Jersey, who journeys to Nashville to follow in his father's footsteps of becoming a country ...                See full summary<U+00A0><U+00BB>",88,"Comedy",NA,NA,"Joshua J. Smith","Frank Collison",NA,0
"3435",NA,"Somebody Like You",NA,NA,"Drama",NA,NA,"Jason Winn","Caitlin Stasey",NA,0
"3436",NA,"Chasing the Star","Three Magi Priests journey the unforgiving desert in search of the new born King.",96,"Adventure",6.6,32,"Bret Miller","Yancy Butler",NA,0
"3437",NA,"Mukoku","Kengo Yatabe's mother dies and his father is in a coma. He, like his father, was good at kendo. Those days are long gone and he now lofts around as a security guard and generally wastes ...                See full summary<U+00A0><U+00BB>",NA,"Action",6.6,19,"Kazuyoshi Kumakiri","Atsuko Maeda",NA,0
"3438",NA,"Chowka","First of all the way the movie portrayed is awesome. Movie is not only entertainment also gives good message to the public. It's a new way of movie making. It's confirm 100 days pakka",178,"Romance",8.4,442,"Tarun Sudhir","Prajwal Devaraj",NA,0
"3439",NA,"Sparring","Steve Landry, an aging boxer with more losses than wins, accepts to become a sparring partner for an emerging champion in a last-ditch attempt to stay relevant.",95,"Drama",5.7,21,"Samuel Jouy","Mathieu Kassovitz",NA,0
"3440",NA,"Fu zi xiong bing","        Add a Plot",105,"Action",4.8,18,"Weidong Yuan","Chengpeng Dong",NA,0
"3441",NA,"Muskurahatein","Muskurahatein is a story set in a medical training college . Here, the doctors are being trained in the field of ultrasound after completion of MBBS. Age group ranges from 25 yrs to 60 plus...                See full summary<U+00A0><U+00BB>",NA,"Romance",8.5,6,"Dr. J.S. Randhawa","Dr. J.S. Randhawa",NA,0
"3442",NA,"Raw Focus",NA,NA,"Horror",NA,NA,"See full summary","John Chiara",NA,0
"3443",NA,"Femdom: dominaci<U+00F3>n femenina","        Add a Plot",103,"Drama",NA,NA,"Christian Gonz<U+00E1>lez","Fernando Ciangherotti",NA,0
"3444",NA,"Le prix du succ<U+00E8>s","A comedian's relationship with his family crumbles when he reaches a level of success in his career.",92,"Comedy",5.6,53,"Teddy Lussi-Modeste","Tahar Rahim",NA,0
"3445",NA,"Widow's Walk",NA,NA,"Drama",NA,NA,"Alexandra Boyd","Miranda Raison",NA,0
"3446",NA,"Pusti me da nadjem srcu lek","An older but still attractive widow falls in love with a younger man, which becomes the main gossip of her village and family.",45,"Drama",9.8,5,"Milos Colic","Mirjana Karanovic",NA,0
"3447",NA,"Where Out",NA,NA,"Western",NA,NA,"Add a Plot",NA,NA,0
"3448",NA,"52Hz, I Love You","This musical film incorporates a series of romantic stories with beautiful original songs. The stories are set in modern Taipei City, Taiwan, on Valentine's Day. The title is inspired by ...                See full summary<U+00A0><U+00BB>",109,"Comedy",6,294,"Te-Sheng Wei","Chuan-Ying Chuang",NA,0
"3449",NA,"Povratak","Follows a man who, after 40 years, comes back to his hometown. There he has nobody. His friends from America are coming after him to get him back and small village in Vojvodina becomes lively as never before.",NA,"Drama",7.6,117,"Predrag Jaksic","Lazar Rockwood",NA,0
"3450",NA,"Manto",NA,NA,"Biography",NA,NA,"Nandita Das","Rajshri Deshpande",NA,0
"3451",NA,"Do You See Me","Emily is being stalked by a rogue clown. He's everywhere...including her closet.",85,"Horror",9.1,235,"Corbin Timbrook","Lisa London",NA,0
"3452",NA,"Champion","In the supercharged world of dirt track racing, a single mistake causes the lives of two men to change forever. One must fight for his family, the other must fight to forgive.",116,"Drama",8.2,36,"Judd Brannon","Robert Amaya",NA,0.18
"3453",NA,"Amber","When Jack, a hit man from London, gets given his life back and the opportunity to save his daughter, it becomes a race against time to kill or be killed.",NA,"Action",NA,NA,"David Newton","Katrina Durden",NA,0
"3454",NA,"Donaire y Esplendor","In the traditional carnival of the small town called Las Tablas, there are two rival streets: Up Street and Down Street. A young couple, after an unexpected encounter at the airport, fall hopelessly in love.",96,"Comedy",7.6,89,"Arturo Montenegro","Airam Amador",NA,0
"3455",NA,"Rekvijem za gospodju J","Mrs. J is depressed by the death of her husband, who passed away one year ago and she is planning to commit suicide as she can't deal with the problems of her family.",93,"Drama",7.4,251,"Bojan Vuletic","Mirjana Karanovic",NA,0
"3456",NA,"Blaze of Gory",NA,110,"Horror",NA,NA,"Add a Plot","Martin Hancock",NA,0
"3457",NA,"Animal Among Us",NA,90,"Horror",NA,NA,"John Woodruff","Larisa Oleynik",NA,0
"3458",NA,"The Circle",NA,93,"Drama",NA,NA,"Peter Callow","Edward Baker-Duly",NA,0
"3459",NA,"Animal Kingdom",NA,121,"Drama",NA,NA,"See full summary","Cillian Roche",NA,0
"3460",NA,"Tel Aviv on Fire",NA,NA,"Comedy",NA,NA,"See full summary","Kais Nashif",NA,0
"3461",NA,"Jason's Letter",NA,NA,"Drama",NA,NA,"Terrance Tykeem","Vivica A. Fox",NA,0
"3462",NA,"Sex Academy: Men","Jean (Ivo Arakov) is a loser still living with his parents. He falls in love with his new colleague - Dayan (Elena Boeva). That is why Jean enrolls for a special seduction course in order to find a way to her heart. Will he succeed?.",100,"Comedy",7.2,14,"Georgi Kostov","Dimo Alexiev",NA,0
"3463",NA,"Damat Kogusu","In Turkey a man is jailed and thrown into a section for those accused or convicted of serious sex crimes, known as the Groom's Block, where society hides from itself as men judge guilt and lash out justice daily.",104,"Crime",6.9,61,"Ilker Savaskurt","Ibrahim Akoz",NA,0
"3464",NA,"Rock Steady Row",NA,NA,"Fantasy",NA,NA,"Trevor Stevens","Diamond White",NA,0
"3465",NA,"Balloon",NA,NA,"Horror",NA,NA,"Add a Plot","Jai",NA,0
"3466",NA,"Anathema","Kylie Morgan (Patricia McKenzie) is a private eye on the hunt for a heartless killer. With nothing but sheer will she soon finds help in a detective, Anthony Woods (Don Wallace).",90,"Drama",NA,NA,"Derek Vitatoe","Angie Everhart",NA,0
"3467",NA,"Zero 3","A outrageous crime - action - comedy examining corruption and greed in Lithuanian politics.",88,"Thriller",6.6,668,"Emilis Velyvis","Andrius Bialobzeskis",NA,0
"3468",NA,"Momma's Boy",NA,NA,"Drama",NA,NA,"Lester Greene","Lester Greene",NA,0
"3469",NA,"Desi Magic",NA,NA,"Comedy",NA,NA,"Add a Plot","Ameesha Patel",NA,0
"3470",NA,"Becker - Kungen av Tingsryd","Becker runs a business in Tingsryd, Sm<U+00E5>land, Sweden, specialized in garden furniture. In fact he sells everything you can make a profit from, including black labour from the Baltic ...                See full summary<U+00A0><U+00BB>",NA,"Comedy",6.8,19,"Martin Larsson","Jan Coster",NA,0
"3471",NA,"The Girl with No Name","Lester and his boys like to have themselves ""a good ole' time"" by kidnapping and torturing women deep in the wilderness. Their latest victim happens to be the wrong chick to screw with.",80,"Horror",6,10,"James D. Froio","Ashley Williams",NA,0
"3472",NA,"Asomatous",NA,90,"Thriller",NA,NA,"Harvey Lowry","Jack Campbell",NA,0
"3473",NA,"SOLO!",NA,90,"Comedy",NA,NA,"Nic Cornwall","Tristam Summers",NA,0
"3474",NA,"Saiki Kusuo no sai-nan",NA,NA,"Comedy",NA,NA,"Y<U+00FB>ichi Fukuda","Kanna Hashimoto",NA,0
"3475",NA,"Premi O Premi","The film is inspired from Hollywood movie Leap Year. It has a unique story for Bangladeshi film industry. It is also the biggest worldwide release for a Bangladeshi movie.",136,"Comedy",7.4,29,"Jakir Hossain Raju","Arifin Shuvo",NA,0
"3476",NA,"Touch Chesi Chudu",NA,NA,NA,NA,NA,"See full summary","Raashi Khanna",NA,0
"3477",NA,"Dirty Dead Con Men",NA,85,"Action",NA,NA,"Add a Plot","Peter Dobson",NA,0
"3478",NA,"Bikini Car Wash Massacre",NA,NA,"Comedy",NA,NA,"See full summary","Monique Parent",NA,0
"3479",NA,"Postcards from London",NA,NA,NA,NA,NA,"Add a Plot","Leonardo Salerni",NA,0
"3480",NA,"Blueprint","        Add a Plot",76,"Drama",NA,NA,"Daryl Wein","Jerod Haynes",NA,0
"3481",NA,"Shuddhi","An American in India befriends two journalists who are fighting for juvenile justice; her trip turns into a spiritual journey.",114,"Crime",8.5,170,"Adarsh Eshwarappa","Lauren Spartano",NA,0
"3482",NA,"L'instant infini","Overwhelmed by guilt since the accidental death of their daughter, Mary accepts her husband's proposal to become a cam-girl to solve their financial problems.",90,"Drama",NA,NA,"Douglas Beer","Jennifer Rihouey",NA,0
"3483",NA,"Mountain Devil","Based on the true events that occurred in the Appalachian Mountains, Mountain Devil recounts the frightening events of the night Frank Peterson and his friend spent the night in a secluded ...                See full summary<U+00A0><U+00BB>",80,"Horror",3.2,56,"Ryan Cavalline","Eric Altman",NA,0
"3484",NA,"Kill Order","A troubled high school student discovers the truth behind his hidden abilities.",NA,"Action",NA,NA,"James Mark","Denis Akiyama",NA,0
"3485",NA,"Street Survivors: The True Story of the Lynyrd Skynyrd Plane Crash",NA,NA,"Biography",NA,NA,"Add a Plot","Kelly Lynn Reiter",NA,0
"3486",NA,"The Conway Curve","When Natalie Conway's father passes away, she believes she will forever be on her own. So when her long lost brother, Luke, returns after a twenty-year hiatus she's elated. He's a missing ...                See full summary<U+00A0><U+00BB>",90,"Comedy",6.6,16,"Marian Yeager","Veronica Wylie",NA,0
"3487",NA,"Shinjuku suwan II","Based on the manga series ""Shinjuku Swan Kabukicho Skauto Sabaibaru"" by Ken Wakui (first published 2005 in Weekly Young Magazine). Tatsuhiko Shiratori (Gou Ayano) works as a scout, ...                See full summary<U+00A0><U+00BB>",NA,"Action",5.3,46,"Sion Sono","Tadanobu Asano",NA,0
"3488",NA,"La verit<U+00E0>, vi spiego, sull'amore","Dora is left by her partner after seven years of relationship and two children. Her friend Sara comes to help.",92,"Comedy",5.4,78,"Max Croci","Ambra Angiolini",NA,0
"3489",NA,"The Confession","Priest Giorgi, a former Film Director, is sent to serve the small parish in the mountain village. To bring villagers closer to church he starts showing films there. After the screening of ...                See full summary<U+00A0><U+00BB>",89,"Drama",7.3,20,"Zaza Urushadze","Dimitri Tatishvili",NA,0
"3490",NA,"Ky<U+00F4> no Kira kun","Ninon Okamura and Yuiji Kira live next door to each other, but they have not talked with each other at school. Ninon Okamura learns from her parents that Yuji only has a year to live. One ...                See full summary<U+00A0><U+00BB>",NA,"Comedy",7.5,52,"Taisuke Kawamura","Taishi Nakagawa",NA,0
"3491",NA,"WTF: World Thumbwrestling Federation","A Documentary crew follows Thumbwrestling's biggest event in what might be it's final year. 5 years after the villainous Mr. Venom defeated Papa Brussel by thumb submission, it is now Papa ...                See full summary<U+00A0><U+00BB>",89,"Comedy",8.3,19,"Enrico Natale","John Hennigan",NA,0
"3492",NA,"Hombre de fe",NA,NA,"Biography",NA,NA,"Dinga Haines","Matt Marquez",NA,0
"3493",NA,"Hunter's Moon",NA,90,"Action",NA,NA,"Matthew Campagna","Colm Feore",NA,0
"3494",NA,"Cockroaches",NA,NA,"Comedy",NA,NA,"Christoffer Aldell","Patrick Gorman",NA,0
"3495",NA,"The Duplicate",NA,NA,"Thriller",NA,NA,"Add a Plot","Jen Lilley",NA,0
"3496",NA,"La parrucchiera","A woman decides to start his own business and open a salon in the Spanish Quarter, but will start the rivalry with his former owner.",NA,"Drama",4.2,13,"Stefano Incerti","Luciana De Falco",NA,0
"3497",NA,"Paradise",NA,120,"Crime",NA,NA,"See full summary","Alex Demir",NA,0
"3498",NA,"Our Little Haven",NA,113,"Drama",NA,NA,"Benjamin Rider","Annabelle Lanyon",NA,0
"3499",NA,"Daddy Cool",NA,NA,"Comedy",NA,NA,"Add a Plot","Vincent Elbaz",NA,0
"3500",NA,"Humble Politician Nograj",NA,NA,"Comedy",NA,NA,"Add a Plot","Danish Sait",NA,0
"3501",NA,"Kung Fu Traveler","Aliens have invaded and overtaken the Earth. Trying to escape defeat, a Chinese General (Tiger Chen) is accidentally sent back in time while trying to devise a way to defeat the alien ...                See full summary<U+00A0><U+00BB>",NA,"Action",7.7,438,"Xian Feng Zhang","Tiger Hu Chen",NA,0
"3502",NA,"#Like",NA,NA,"Thriller",NA,NA,"Add a Plot","Marc Menchaca",NA,0
"3503",NA,"E.A.S.: Esquadr<U+00E3>o Antissequestro",NA,NA,"Action",NA,NA,"Add a Plot","Ray Liotta",NA,0
"3504",NA,"Light on Broken Glass",NA,NA,"Drama",NA,NA,"See full summary","Patricia Clarkson",NA,0
"3505",NA,"Didi's Dream","Didi is an actress trying to prove herself before her superstar sister, while Chunmei owns a noodle shop and got dumped by the boy she had fancied forever.When these two distinct lives cross path, where would fate take them?",91,"Comedy",5.2,204,"Kevin Tsai","Dee Hsu",NA,0
"3506",NA,"Fremde Tochter","        Add a Plot",106,"Drama",8.3,26,"Stephan Lacant","Heike Makatsch",NA,0
"3507",NA,"Dead Squad",NA,90,"Horror",NA,NA,"Dominik Hauser","Erika Ervin",NA,0
"3508",NA,"Scream for Summer","In the quiet town of Geneva, OH, a group of close knit friends just want to celebrate the end of school and party their summer away on the lake. Unfortunately for them, a masked killer has ...                See full summary<U+00A0><U+00BB>",NA,"Horror",NA,NA,"Cheyenne Gordon","Mary Watters",NA,0
"3509",NA,"Instant Dreams",NA,91,NA,NA,NA,"Add a Plot","Stefanie Schneider",NA,0
"3510",NA,"Blind & H<U+00E4>sslich","        Add a Plot",98,"Drama",6.6,42,"Tom Lass","Naomi Achternbusch",NA,0
"3511",NA,"Gohin Baluchor",NA,148,"Drama",NA,NA,"See full summary","Suborna Mustafa",NA,0
"3512",NA,"Aos Teus Olhos","        Add a Plot",NA,"Drama",NA,NA,"Carolina Jabor","Luisa Arraes",NA,0
"3513",NA,"House Red",NA,NA,"Horror",NA,NA,"Coz Greenop","Jasmine Waltz",NA,0
"3514",NA,"Alterscape",NA,90,"Sci-Fi",NA,NA,"See full summary","Michael Ironside",NA,0
"3515",NA,"Dancer",NA,NA,"Drama",NA,NA,"Sheldon Epps","Nia Sioux",NA,0
"3516",NA,"Darker Than Night",NA,NA,"Thriller",NA,NA,"See full summary","Erik Knudsen",NA,0
"3517",NA,"Uzbuna na Zelenom Vrhu","Koko and his friends are spending summer vacation on the shores of a lake near the idyllic Green Hill, hanging out and playing. The magical countryside is disturbed by unusual events which ...                See full summary<U+00A0><U+00BB>",81,"Family",8.3,60,"Cejen Cernic","Marko Tocilj",NA,0
"3518",NA,"BraveStorm",NA,84,"Action",NA,NA,"Junya Okabe","Yuki Matsuzaki",NA,0
"3519",NA,"Brazilok","        Add a Plot",105,"Adventure",7.3,231,"Csaba M. Kiss","Erik Lakatos",NA,0
"3520",NA,"Olanlar Oldu","Zafer, a sailor living with his mother D<U+00F6>nd<U+00FC> in a coastal village in Izmir, has just broke up with his girlfriend Mehtap whose father is also a sailor. While D<U+00F6>nd<U+00FC> and her friend, Fahriye ...                See full summary<U+00A0><U+00BB>",108,"Comedy",6.4,1489,"Hakan Alg<U+00FC>l","Ata Demirer",NA,0
"3521",NA,"Mantra","In 1991, the Government of India opened up the economy and unleashed the forces of globalization, forever changing the landscape of the country. A dozen years later, India was celebrating ...                See full summary<U+00A0><U+00BB>",90,"Drama",5.6,75,"Nicholas Kharkongor","Rajat Kapoor",NA,0
"3522",NA,"Conflict of Interest","This soul- stirring story about love, betrayal and forgiveness reveals that family is God's most precious gift to us.",115,"Drama",NA,NA,"Thomas Mikal Ford","Jazsmin Lewis",NA,0
"3523",NA,"Theta States","Danny is a long-term insomniac. He comes across an ad for the Audible Lucid Perceptions sleep clinic, run by the peculiar Dr. Zovnig, and goes in for a consultation. The doctor gives him a ...                See full summary<U+00A0><U+00BB>",NA,"Horror",8.2,12,"Manny Serrano","Tom Ryan",NA,0
"3524",NA,"Scott and Sid",NA,100,"Drama",NA,NA,"See full summary","Tom Blyth",NA,0
"3525",NA,"Safe Inside","One hot summer night, JJ Tyler thinks he's spending the night alone in his suicidal mother's home. He's wrong.",91,"Horror",5.5,21,"Jason Paul Collum","Christopher D. Harder",NA,0
"3526",NA,"Dwaraka","A thief falls in love and this changes his life.",143,"Drama",7.4,57,"Srinivasa Ravindra","Vijay Deverakonda",NA,0
"3527",NA,"Five Seconds to Go",NA,NA,"Drama",NA,NA,"See full summary",NA,NA,0
"3528",NA,"Blackmail","A comedy about a group of struggling actors living in Manhattan. Their lives, heartaches and a plan to help a friend in need by blackmailing a corrupt politician with his own sex tape.",84,"Comedy",NA,NA,"Antony J. Bowman","Dov Davidoff",NA,0
"3529",NA,"No dormir<U+00E1>s",NA,NA,"Horror",NA,NA,"See full summary","Bel<U+00E9>n Rueda",NA,0
"3530",NA,"Zombie",NA,NA,"Horror",NA,NA,"Add a Plot","Brad Leo Lyon",NA,0
"3531",NA,"Sarah joue un loup garou","On the stage of her high school drama class 17-year-old Sarah gives it all. When she performs, there is an instant of suspense in which she appears to transform completely into her ...                See full summary<U+00A0><U+00BB>",NA,"Drama",7.6,5,"Katharina Wyss","Loane Balthasar",NA,0
